dates,prices
2021-04-26,51.9675
2021-04-27,51.9575
2021-04-28,52.255
2021-04-29,51.9375
2021-04-30,51.865
2021-05-04,50.7325
2021-05-05,51.13
2021-05-06,51.525
2021-05-07,51.84
2021-05-10,50.375
2021-05-11,49.8875
2021-05-12,49.155
2021-05-13,49.26
2021-05-14,49.63
2021-05-17,49.61
2021-05-18,50.2675
2021-05-19,49.965
2021-05-20,50.3375
2021-05-21,50.215
